AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,GRNVEG,FGRNVEG,NGRNOTHR,GRNOTHR,FGRNOTHR,NMUSHRM,MUSHRM,FMUSHRM
Geography,Standard Geographical Classification,Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic Identification,Total number of farms,Total area of nursery products - Farms Reporting,Total area of nursery products - Acres,Total area of nursery products - Hectares,Total area of sod grown for sale - Farms Reporting,Total area of sod grown for sale - Acres,Total area of sod grown for sale - Hectares,Total greenhouse area under glass - Farms Reporting,Total greenhouse area under glass - Sq feet,Total greenhouse area under glass - Sq metres,"Total area of greenhouse in use on May 14, 1996- Farms Reporting","Total area of greenhouse in use on May 14, 1996- Sq feet","Total area of greenhouse in use on May 14, 1996- Sq metres",Greenhouse flowers - Farms Reporting,Greenhouse flowers - Sq feet,Greenhouse flowers - Sq metres,Greenhouse vegetables - Farms Reporting,Greenhouse vegetables - Sq feet,Greenhouse vegetables - Sq metres,Other greenhouse products - Farms Reporting,Other greenhouse products - Sq feet,Other greenhouse products - Sq metres,Total growing area for mushrooms - Farms Reporting,Total growing area for mushrooms - Sq feet,Total growing area for mushrooms - Sq metres
120208000,1208000,12,2,8,0,Hants County,393,11,91,37,3,x,x,39,"561,376","52,154",39,"556,054","51,659",27,"397,919","36,968",23,x,x,6,x,x,0,0,0
120208001,1208001,12,2,8,1,West Hants,189,6,85,34,1,x,x,18,"475,342","44,161",18,"473,932","44,030",10,x,x,9,x,x,2,x,x,0,0,0
120208008,1208008,12,2,8,8,East Hants,204,5,6,2,2,x,x,21,"86,034","7,993",21,"82,122","7,629",17,x,x,14,x,x,4,735,68,0,0,0
120300000,1200000,12,3,0,0,Agricultural Region 3 - RÇgion agricole 3,"1,304",32,104,42,7,"1,271",514,52,"990,358","92,007",52,"989,205","91,900",40,"751,532","69,820",23,x,x,9,x,x,2,x,x
120309000,1209000,12,3,9,0,Halifax County,210,11,25,10,1,x,x,21,"204,368","18,986",21,"203,255","18,883",18,x,x,8,x,x,3,"1,993",185,1,x,x
120309012,1209012,12,3,9,12,"Halifax, Subd. C",23,2,x,x,0,0,0,3,x,x,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0
120309018,1209018,12,3,9,18,"Halifax, Subd. D",35,4,13,5,0,0,0,9,"77,385","7,189",9,"76,272","7,086",8,"68,334","6,348",4,x,x,1,x,x,1,x,x
120309026,1209026,12,3,9,26,"Halifax, Subd. E",54,3,4,2,1,x,x,3,"24,450","2,271",3,"24,450","2,271",2,x,x,1,x,x,1,x,x,0,0,0
120309031,1209031,12,3,9,31,"Halifax, Subd. F",65,2,x,x,0,0,0,4,"35,650","3,312",4,"35,650","3,312",4,"35,650","3,312",0,0,0,0,0,0,0,0,0
120309036,1209036,12,3,9,36,"Halifax, Subd. G",33,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
120310000,1210000,12,3,10,0,Colchester County,538,14,71,29,5,x,x,20,"274,620","25,513",20,"274,580","25,509",15,x,x,10,"106,492","9,893",3,x,x,1,x,x
120310001,1210001,12,3,10,1,"Colchester, Subd. C",206,7,x,x,2,x,x,13,"233,720","21,713",13,"233,720","21,713",9,x,x,7,"105,262","9,779",2,x,x,1,x,x
120310008,1210008,12,3,10,8,"Colchester, Subd. B",187,2,x,x,2,x,x,6,x,x,6,x,x,5,"17,630","1,638",3,"1,230",114,1,x,x,0,0,0
120310012,1210012,12,3,10,12,"Colchester, Subd. A",145,5,59,24,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
120311000,1211000,12,3,11,0,Cumberland County,556,7,8,3,1,x,x,11,"511,370","47,508",11,"511,370","47,508",7,x,x,5,x,x,3,x,x,0,0,0
120311001,1211001,12,3,11,1,"Cumberland, Subd. A",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120311006,1211006,12,3,11,6,"Cumberland, Subd. B",186,1,x,x,1,x,x,4,x,x,4,x,x,3,x,x,2,x,x,0,0,0,0,0,0
120311009,1211009,12,3,11,9,"Cumberland, Subd. C",167,4,5,2,0,0,0,6,x,x,6,x,x,4,x,x,2,x,x,3,x,x,0,0,0
120311014,1211014,12,3,11,14,"Cumberland, Subd. D",110,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
120400000,1200000,12,4,0,0,Agricultural Region 4 - RÇgion agricole 4,690,10,17,7,1,x,x,20,"251,360","23,352",20,"251,196","23,337",16,"98,049","9,109",9,x,x,2,x,x,0,0,0
120412000,1212000,12,4,12,0,Pictou County,343,5,8,3,0,0,0,10,"63,315","5,882",10,x,x,7,x,x,6,x,x,1,x,x,0,0,0
120412001,1212001,12,4,12,1,"Pictou, Subd. A",151,3,x,x,0,0,0,5,x,x,5,x,x,4,x,x,2,x,x,0,0,0,0,0,0
120412006,1212006,12,4,12,6,"Pictou, Subd. B",94,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0
120412011,1212011,12,4,12,11,"Pictou, Subd. C",98,1,x,x,0,0,0,3,"8,540",793,3,"8,500",790,1,x,x,2,x,x,0,0,0,0,0,0
120413000,1213000,12,4,13,0,Guysborough County,100,1,x,x,1,x,x,3,"1,356",126,3,x,x,3,x,x,2,x,x,0,0,0,0,0,0
120413001,1213001,12,4,13,1,St. Mary's,33,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
120413004,1213004,12,4,13,4,Guysborough,67,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
120414000,1214000,12,4,14,0,Antigonish County,247,4,x,x,0,0,0,7,"186,689","17,344",7,"186,689","17,344",6,x,x,1,x,x,1,x,x,0,0,0
120414001,1214001,12,4,14,1,"Antigonish, Subd. A",155,2,x,x,0,0,0,3,"25,640","2,382",3,"25,640","2,382",2,x,x,1,x,x,0,0,0,0,0,0
120414006,1214006,12,4,14,6,"Antigonish, Subd. B",92,2,x,x,0,0,0,4,"161,049","14,962",4,"161,049","14,962",4,x,x,0,0,0,1,x,x,0,0,0
120500000,1200000,12,5,0,0,Agricultural Region 5 - RÇgion agricole 5,286,12,108,44,5,x,x,25,"224,975","20,901",25,"223,810","20,793",17,"109,384","10,162",14,x,x,4,x,x,0,0,0
120515000,1215000,12,5,15,0,Inverness County,130,4,x,x,0,0,0,4,x,x,4,x,x,4,x,x,2,x,x,0,0,0,0,0,0
120515001,1215001,12,5,15,1,"Inverness, Subd. C",25,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
120515006,1215006,12,5,15,6,"Inverness, Subd. B",69,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
120515011,1215011,12,5,15,11,"Inverness, Subd. A",36,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
120516000,1216000,12,5,16,0,Richmond County,18,1,x,x,1,x,x,5,x,x,5,x,x,2,x,x,3,"1,100",102,1,x,x,0,0,0
120516001,1216001,12,5,16,1,"Richmond, Subd. C",18,1,x,x,1,x,x,5,x,x,5,x,x,2,x,x,3,"1,100",102,1,x,x,0,0,0
120517000,1217000,12,5,17,0,Cape Breton County,104,6,85,34,4,119,48,13,"130,629","12,136",13,"129,479","12,029",9,x,x,8,"59,025","5,484",1,x,x,0,0,0
120517030,1217030,12,5,17,30,Cape Breton,104,6,85,34,4,119,48,13,"130,629","12,136",13,"129,479","12,029",9,x,x,8,"59,025","5,484",1,x,x,0,0,0
120518000,1218000,12,5,18,0,Victoria County,34,1,x,x,0,0,0,3,"17,450","1,621",3,"17,450","1,621",2,x,x,1,x,x,2,x,x,0,0,0
120518001,1218001,12,5,18,1,"Victoria, Subd. B",34,1,x,x,0,0,0,3,"17,450","1,621",3,"17,450","1,621",2,x,x,1,x,x,2,x,x,0,0,0
130000000,1300000,13,0,0,0,New Brunswick - Nouveau-Brunswick,"3,405",92,378,153,9,568,230,173,"1,958,587","181,959",173,"1,921,648","178,527",127,"1,109,108","103,040",89,"461,286","42,855",28,"351,254","32,633",2,x,x
130100000,1300000,13,1,0,0,Agricultural Region 1 - RÇgion agricole 1,"1,249",23,37,15,2,x,x,61,"762,240","70,814",61,"747,732","69,467",38,"271,331","25,207",35,"193,881","18,012",15,"282,520","26,247",1,x,x
130110000,1310000,13,1,10,0,York County,366,6,9,4,1,x,x,19,"249,194","23,151",19,"244,194","22,686",15,"159,551","14,823",10,x,x,3,x,x,1,x,x
130110004,1310004,13,1,10,4,Manners Sutton,37,1,x,x,0,0,0,3,"10,960","1,018",3,"10,960","1,018",2,x,x,3,x,x,0,0,0,0,0,0
130110011,1310011,13,1,10,11,Canterbury,19,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130110016,1310016,13,1,10,16,Prince William,22,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130110018,1310018,13,1,10,18,Kingsclear,35,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x
130110021,1310021,13,1,10,21,Queensbury,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110024,1310024,13,1,10,24,Southampton,32,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130110026,1310026,13,1,10,26,Bright,52,1,x,x,0,0,0,5,"37,000","3,437",5,"32,200","2,991",3,"20,000","1,858",3,x,x,1,x,x,0,0,0
130110028,1310028,13,1,10,28,Douglas,44,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130110031,1310031,13,1,10,31,Saint Marys,25,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130110032,1310032,13,1,10,32,Fredericton,25,1,x,x,0,0,0,4,x,x,4,x,x,4,"110,646","10,279",0,0,0,1,x,x,0,0,0
130110036,1310036,13,1,10,36,Stanley,38,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
130111000,1311000,13,1,11,0,Carleton County,474,9,16,6,0,0,0,22,"228,464","21,225",22,"220,980","20,530",12,"58,337","5,420",13,x,x,5,x,x,0,0,0
130111001,1311001,13,1,11,1,Richmond,42,1,x,x,0,0,0,3,"4,056",377,3,x,x,0,0,0,3,x,x,0,0,0,0,0,0
130111004,1311004,13,1,11,4,Woodstock,39,2,x,x,0,0,0,4,"31,842","2,958",4,"31,842","2,958",4,x,x,2,x,x,0,0,0,0,0,0
130111008,1311008,13,1,11,8,Northampton,25,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0
130111011,1311011,13,1,11,11,Brighton,41,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130111014,1311014,13,1,11,14,Wakefield,70,1,x,x,0,0,0,3,x,x,3,x,x,3,x,x,1,x,x,2,x,x,0,0,0
130111018,1311018,13,1,11,18,Wilmot,50,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0
130111021,1311021,13,1,11,21,Simonds,19,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130111024,1311024,13,1,11,24,Peel,35,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
130111026,1311026,13,1,11,26,Aberdeen,34,1,x,x,0,0,0,3,x,x,3,x,x,0,0,0,1,x,x,2,x,x,0,0,0
130111028,1311028,13,1,11,28,Kent,75,3,7,3,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
130111031,1311031,13,1,11,31,Wicklow,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130112000,1312000,13,1,12,0,Victoria County,220,6,x,x,1,x,x,12,"135,662","12,603",12,"133,718","12,423",7,"32,523","3,021",6,x,x,6,x,x,0,0,0
130112001,1312001,13,1,12,1,Andover,20,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
130112004,1312004,13,1,12,4,Perth,39,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
130112008,1312008,13,1,12,8,Gordon,38,0,0,0,0,0,0,4,"16,400","1,524",4,"16,400","1,524",2,x,x,3,x,x,2,x,x,0,0,0
130112014,1312014,13,1,12,14,Denmark,37,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130112016,1312016,13,1,12,16,Grand Falls,38,3,3,1,0,0,0,3,x,x,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0
130112021,1312021,13,1,12,21,Drummond,48,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0
130113000,1313000,13,1,13,0,Madawaska County,189,2,x,x,0,0,0,8,"148,920","13,835",8,"148,840","13,828",4,"20,920","1,944",6,x,x,1,x,x,0,0,0
130113001,1313001,13,1,13,1,Saint-AndrÇ,42,1,x,x,0,0,0,3,"122,000","11,334",3,"122,000","11,334",0,0,0,2,x,x,1,x,x,0,0,0
130113004,1313004,13,1,13,4,Saint-LÇonard,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113011,1313011,13,1,13,11,Sainte-Anne,18,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113015,1313015,13,1,13,15,Riviäre-Verte,27,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
130113022,1313022,13,1,13,22,Saint-Joseph,28,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0
130113038,1313038,13,1,13,38,Clair,24,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130113041,1313041,13,1,13,41,Saint-Franáois,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130200000,1300000,13,2,0,0,Agricultural Region 2 - RÇgion agricole 2,957,41,253,102,5,x,x,60,"645,722","59,990",60,"635,593","59,049",44,"467,118","43,397",28,x,x,5,x,x,0,0,0
130202000,1302000,13,2,2,0,Charlotte County,150,7,36,15,0,0,0,9,"131,540","12,220",9,"130,902","12,161",7,"122,000","11,334",3,x,x,1,x,x,0,0,0
130202011,1302011,13,2,2,11,Pennfield,33,3,3,1,0,0,0,4,"5,540",515,4,"4,902",455,2,x,x,3,x,x,0,0,0,0,0,0
130202016,1302016,13,2,2,16,Saint George,19,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
130202034,1302034,13,2,2,34,Saint Stephen,16,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0
130202039,1302039,13,2,2,39,Saint James,19,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130202042,1302042,13,2,2,42,Saint David,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130202044,1302044,13,2,2,44,Dumbarton,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130203000,1303000,13,2,3,0,Sunbury County,120,4,6,2,2,x,x,15,"147,815","13,732",15,"144,505","13,425",9,"73,466","6,825",10,x,x,1,x,x,0,0,0
130203001,1303001,13,2,3,1,Blissville,32,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
130203004,1303004,13,2,3,4,Gladstone,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130203008,1303008,13,2,3,8,Lincoln,24,1,x,x,1,x,x,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0
130203011,1303011,13,2,3,11,Burton,17,2,x,x,0,0,0,4,x,x,4,x,x,3,"3,630",337,2,x,x,0,0,0,0,0,0
130203016,1303016,13,2,3,16,Maugerville,29,0,0,0,1,x,x,7,"118,000","10,963",7,"114,701","10,656",2,x,x,6,x,x,0,0,0,0,0,0
130204000,1304000,13,2,4,0,Queens County,162,7,7,3,2,x,x,10,"73,964","6,871",10,"73,964","6,871",7,"31,388","2,916",7,"42,576","3,955",0,0,0,0,0,0
130204004,1304004,13,2,4,4,Gagetown,19,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130204006,1304006,13,2,4,6,Hampstead,28,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130204008,1304008,13,2,4,8,Wickham,20,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
130204011,1304011,13,2,4,11,Cambridge,44,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130204018,1304018,13,2,4,18,Waterborough,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130204024,1304024,13,2,4,24,Chipman,23,3,3,1,1,x,x,4,"43,500","4,041",4,"43,500","4,041",2,x,x,3,x,x,0,0,0,0,0,0
130205000,1305000,13,2,5,0,Kings County,525,23,204,83,1,x,x,26,"292,403","27,165",26,"286,222","26,591",21,"240,264","22,321",8,"38,858","3,610",3,"7,100",660,0,0,0
130205004,1305004,13,2,5,4,Upham,58,8,114,46,1,x,x,8,"85,166","7,912",8,"81,360","7,559",6,x,x,2,x,x,1,x,x,0,0,0
130205006,1305006,13,2,5,6,Hampton,24,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130205014,1305014,13,2,5,14,Kingston,22,1,x,x,0,0,0,3,"2,272",211,3,"2,272",211,1,x,x,3,x,x,1,x,x,0,0,0
130205016,1305016,13,2,5,16,Norton,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130205018,1305018,13,2,5,18,Norton,32,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130205021,1305021,13,2,5,21,Sussex,58,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
130205024,1305024,13,2,5,24,Waterford,21,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130205026,1305026,13,2,5,26,Cardwell,30,1,x,x,0,0,0,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0
130205028,1305028,13,2,5,28,Havelock,51,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
130205031,1305031,13,2,5,31,Studholm,119,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130205034,1305034,13,2,5,34,Springfield,39,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
130205036,1305036,13,2,5,36,Kars,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130205038,1305038,13,2,5,38,Greenwich,18,2,x,x,0,0,0,3,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0
130205056,1305056,13,2,5,56,Quispamsis,19,3,9,4,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130300000,1300000,13,3,0,0,Agricultural Region 3 - RÇgion agricole 3,787,18,71,29,1,x,x,28,"282,661","26,260",28,"272,719","25,336",24,"189,533","17,608",12,"56,416","5,241",4,"26,770","2,487",0,0,0
130306000,1306000,13,3,6,0,Albert County,139,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130306001,1306001,13,3,6,1,Hopewell,36,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130306008,1306008,13,3,6,8,Elgin,45,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130306011,1306011,13,3,6,11,Hillsborough,27,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130306014,1306014,13,3,6,14,Coverdale,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130307000,1307000,13,3,7,0,Westmorland County,465,12,59,24,1,x,x,21,"257,477","23,920",21,"247,775","23,019",19,x,x,9,x,x,4,"26,770","2,487",0,0,0
130307001,1307001,13,3,7,1,Westmorland,43,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0
130307004,1307004,13,3,7,4,Botsford,45,3,x,x,0,0,0,3,"55,250","5,133",3,"46,250","4,297",3,x,x,1,x,x,1,x,x,0,0,0
130307008,1307008,13,3,7,8,Sackville,83,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
130307013,1307013,13,3,7,13,Memramcook,53,1,x,x,0,0,0,3,"26,000","2,415",3,"26,000","2,415",2,x,x,2,x,x,1,x,x,0,0,0
130307016,1307016,13,3,7,16,Shediac,58,2,x,x,0,0,0,6,"43,590","4,050",6,"43,590","4,050",5,"33,290","3,093",3,x,x,1,x,x,0,0,0
130307019,1307019,13,3,7,19,Moncton,84,3,6,2,1,x,x,3,"78,271","7,272",3,"78,271","7,272",3,x,x,1,x,x,0,0,0,0,0,0
130307024,1307024,13,3,7,24,Salisbury,99,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
130308000,1308000,13,3,8,0,Kent County,183,4,x,x,0,0,0,5,x,x,5,x,x,4,"13,284","1,234",2,x,x,0,0,0,0,0,0
130308001,1308001,13,3,8,1,Dundas,34,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130308004,1308004,13,3,8,4,Wellington,23,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
130308006,1308006,13,3,8,6,Saint Mary,32,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130308008,1308008,13,3,8,8,Saint-Paul,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130308014,1308014,13,3,8,14,Weldford,42,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130308016,1308016,13,3,8,16,Richibucto,23,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
130400000,1300000,13,4,0,0,Agricultural Region 4 - RÇgion agricole 4,412,10,17,7,1,x,x,24,"267,964","24,895",24,"265,604","24,675",21,"181,126","16,827",14,x,x,4,x,x,1,x,x
130409000,1309000,13,4,9,0,Northumberland County,141,3,5,2,0,0,0,8,"116,192","10,795",8,"116,192","10,795",6,"70,660","6,565",3,x,x,3,x,x,0,0,0
130409004,1309004,13,4,9,4,Glenelg,23,1,x,x,0,0,0,3,x,x,3,x,x,2,x,x,1,x,x,1,x,x,0,0,0
130409024,1309024,13,4,9,24,Ludlow,18,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0
130409026,1309026,13,4,9,26,Southesk,24,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
130409031,1309031,13,4,9,31,Newcastle,29,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
130409036,1309036,13,4,9,36,Alnwick,47,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130414000,1314000,13,4,14,0,Restigouche County,98,3,7,3,0,0,0,5,"57,892","5,378",5,"55,892","5,193",5,"50,401","4,682",4,"5,491",510,0,0,0,1,x,x
130414001,1314001,13,4,14,1,Durham,27,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
130414008,1314008,13,4,14,8,Dalhousie,23,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x
130414021,1314021,13,4,14,21,Saint-Quentin,48,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
130415000,1315000,13,4,15,0,Gloucester County,173,4,5,2,1,x,x,11,"93,880","8,722",11,"93,520","8,688",10,"60,065","5,580",7,x,x,1,x,x,0,0,0
130415001,1315001,13,4,15,1,Saumarez,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130415008,1315008,13,4,15,8,Bathurst,44,2,x,x,0,0,0,6,x,x,6,x,x,6,"20,120","1,869",2,x,x,1,x,x,0,0,0
130415016,1315016,13,4,15,16,New Bandon,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130415021,1315021,13,4,15,21,Saint-Isidore,30,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
130415026,1315026,13,4,15,26,Caraquet,34,1,x,x,1,x,x,4,"58,560","5,440",4,"58,560","5,440",4,"39,945","3,711",4,"18,615","1,729",0,0,0,0,0,0
240000000,2400000,24,0,0,0,Quebec - QuÇbec,"35,991",627,"8,649","3,500",84,"14,059","5,689","1,319","26,973,180","2,505,890","1,319","26,595,510","2,470,804",833,"13,048,209","1,212,218",737,"10,239,494","951,280",191,"3,307,807","307,305",16,"315,856","29,344"
240100000,2400000,24,1,0,0,Bas-Saint-Laurent,"2,482",24,190,77,7,648,262,57,"565,440","52,531",57,"563,341","52,336",43,"342,946","31,861",40,"202,172","18,782",11,"18,223","1,693",0,0,0
240107000,2407000,24,1,7,0,La MatapÇdia,259,2,x,x,1,x,x,4,"22,344","2,076",4,"21,344","1,983",2,x,x,2,x,x,1,x,x,0,0,0
240107020,2407020,24,1,7,20,Saint-Jacques-le-Majeur-de-Causapscal,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107025,2407025,24,1,7,25,Saint-Raphaâl-d'Albertville,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107030,2407030,24,1,7,30,Saint-LÇon-le-Grand,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107040,2407040,24,1,7,40,Sainte-Iräne,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107047,2407047,24,1,7,47,Amqui,45,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
240107055,2407055,24,1,7,55,Saint-Edmond,19,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240107070,2407070,24,1,7,70,Saint-Tharcisius,21,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
240107080,2407080,24,1,7,80,Val-Brillant,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
