HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NSOD,SOD,ESOD,NNURSERY,NURSERY,ENURSERY,NTOTGRN,TOTGRN,ETOTGRN,NTUNDGLAS,TUNDGLAS,ETUNDGLAS,NFLOWER,FLOWER,EFLOWER,NGRNVEG,GRNVEG,EGRNVEG,NGRNOTHER,GRNOTHER,EGRNOTHER,NMUSHRM,MUSHRM,EMUSHRM,NXMASAREA,XMASAREA,EXMASAREA,NVFTPROD,VFTPROD,NMAPLET,MAPLET
Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic identification,Total number of farms,Total area of sod under cultivation for sale - Farms reporting,Total area of sod under cultivation for sale - Acres,Total area of sod under cultivation for sale - Hectares,Total area of nursery products - Farms reporting,Total area of nursery products - Acres,Total area of nursery products - Hectares,"Total area of greenhouses in use on May 16, 2006 - Farms reporting","Total area of greenhouses in use on May 16, 2006 - Square feet","Total area of greenhouses in use on May 16, 2006 - Square metres","Total area under glass, plastic or other protection - Farms reporting","Total area under glass, plastic or other protection - Square feet","Total area under glass, plastic or other protection - Square metres",Greenhouse flowers - Farms reporting,Greenhouse flowers - Square feet,Greenhouse flowers - Square metres,Greenhouse vegetables - Farms reporting,Greenhouse vegetables - Square feet,Greenhouse vegetables - Square metres,Other greenhouse products - Farms reporting,Other greenhouse products - Square feet,Other greenhouse products - Square metres,Total growing area for mushrooms - Farms reporting,Total growing area for mushrooms - Square feet,Total growing area for mushrooms - Square metres,Total area of Christmas trees grown for sale - Farms reporting,Total area of Christmas trees grown for sale - Acres,Total area of Christmas trees grown for sale - Hectares,Sales of forest products in 2005 - Farms reporting,Sales of forest products in 2005 - Amount $,Taps on maple trees in 2006 - Farms reporting,Taps on maple trees in 2006 - Number
24,5,43,0,Sherbrooke,127,1,x,x,11,41,17,7,x,x,7,x,x,3,x,x,5,"23,625","2,195",0,0,0,0,0,0,8,119,48,13,"40,562",20,"49,063"
24,5,43,27,Sherbrooke,127,1,x,x,11,41,17,7,x,x,7,x,x,3,x,x,5,"23,625","2,195",0,0,0,0,0,0,8,119,48,13,"40,562",20,"49,063"
24,5,44,0,Coaticook,579,2,x,x,5,x,x,13,"187,731","17,441",13,"190,011","17,653",5,x,x,9,"136,511","12,682",1,x,x,2,x,x,42,"4,300","1,740",151,"2,096,827",106,"458,325"
24,5,44,3,Saint-Malo,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,12,"371,120",10,"47,125"
24,5,44,10,East Hereford,25,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"1,778",720,13,"210,428",1,x
24,5,44,15,Saint-HermÇnÇgilde,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,8,"203,803",2,x
24,5,44,23,Dixville,29,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,3,x,1,x
24,5,44,37,Coaticook,132,0,0,0,1,x,x,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,8,895,362,26,"328,776",21,"137,500"
24,5,44,45,Barnston-Ouest,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"336,103",16,"40,250"
24,5,44,50,Stanstead-Est,53,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,3,410,166,10,"84,053",10,"19,600"
24,5,44,55,Sainte-Edwidge-de-Clifton,54,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,4,823,333,16,"116,339",9,"28,650"
24,5,44,60,Martinville,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,53,6,x,0,0
24,5,44,71,Compton,180,2,x,x,1,x,x,8,"164,391","15,272",8,"166,191","15,440",2,x,x,6,x,x,0,0,0,0,0,0,4,70,28,42,"362,141",36,"139,200"
24,5,45,0,MemphrÇmagog,300,1,x,x,12,71,29,13,"275,554","25,600",13,"275,554","25,600",5,x,x,6,"203,700","18,924",4,x,x,1,x,x,14,275,111,65,"391,308",72,"236,339"
24,5,45,20,Ogden,36,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,12,"68,348",6,"7,690"
24,5,45,25,Stanstead,23,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,5,"28,882",3,"11,050"
24,5,45,30,Potton,38,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,8,"25,478",6,"29,050"
24,5,45,43,Hatley,27,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,9,"16,099"
24,5,45,55,Hatley,33,0,0,0,4,x,x,3,x,x,3,x,x,1,x,x,2,x,x,1,x,x,0,0,0,3,40,16,4,x,11,"22,300"
24,5,45,60,Sainte-Catherine-de-Hatley,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,27,3,x,7,"9,100"
24,5,45,72,Magog,41,0,0,0,6,51,21,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,8,"62,780",8,"21,850"
24,5,45,95,Bolton-Est,18,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,9,"44,616",10,"83,500"
24,5,45,105,Stukely-Sud,24,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,3,28,11,10,"66,738",9,"30,150"
24,5,45,115,Orford,18,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,4,"7,185",3,"5,550"
24,13,46,0,Brome-Missisquoi,721,1,x,x,23,177,72,24,"285,831","26,555",24,"286,331","26,601",11,"216,276","20,093",10,"51,524","4,787",9,"18,031","1,675",0,0,0,10,161,65,95,"696,757",89,"217,537"
24,13,46,10,Frelighsburg,42,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,7,"13,149",5,"6,050"
24,13,46,17,Saint-Armand,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,"12,044",4,"5,200"
24,13,46,25,Saint-Pierre-de-VÇronne-Ö-Pike-River,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x
24,13,46,40,Bedford,22,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,2,x
24,13,46,45,Stanbridge East,47,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"25,267",5,"8,200"
24,13,46,50,Dunham,135,0,0,0,4,19,8,3,"21,538","2,001",3,"21,538","2,001",1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,33,"312,048",28,"74,912"
24,13,46,58,Sutton,46,0,0,0,4,34,14,7,x,x,7,x,x,2,x,x,2,x,x,4,"4,208",391,0,0,0,0,0,0,12,"107,210",7,"15,495"
24,13,46,65,Bolton-Ouest,27,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,9,"36,900",6,"4,910"
24,13,46,75,Lac-Brome,84,0,0,0,3,59,24,4,"19,460","1,808",4,"19,460","1,808",3,x,x,3,"2,380",221,1,x,x,0,0,0,3,75,30,15,"91,286",17,"80,170"
24,13,46,90,Brigham,52,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,5,"31,100",5,"6,400"
24,13,46,95,Saint-Ignace-de-Stanbridge,40,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,4,"6,950"
24,13,46,100,Notre-Dame-de-Stanbridge,33,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,46,105,Sainte-Sabine,43,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,0,0
24,13,46,112,Farnham,53,0,0,0,2,x,x,3,x,x,3,"13,420","1,247",3,x,x,0,0,0,0,0,0,0,0,0,1,x,x,3,x,4,"3,750"
24,13,47,0,La Haute-Yamaska,483,0,0,0,7,151,61,11,"184,047","17,099",11,"184,047","17,099",5,"60,850","5,653",4,"28,422","2,640",6,"94,775","8,805",0,0,0,5,97,39,39,"298,473",117,"535,299"
24,13,47,5,Bromont,43,0,0,0,2,x,x,3,"32,315","3,002",3,"32,315","3,002",1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,3,x,10,"41,499"
24,13,47,10,Saint-Alphonse,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,x
24,13,47,20,Granby,83,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,3,x,8,"53,100"
24,13,47,35,Shefford,72,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,13,"52,448",31,"75,600"
24,13,47,40,Saint-Joachim-de-Shefford,80,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,11,"62,632",32,"135,700"
24,13,47,47,Roxton Pond,89,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,5,"23,855",28,"199,200"
24,13,47,55,Sainte-CÇcile-de-Milton,63,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,7,x
24,13,48,0,Acton,444,0,0,0,7,25,10,7,"52,040","4,835",7,"52,040","4,835",2,x,x,2,x,x,3,"36,400","3,382",0,0,0,5,44,18,34,"140,842",74,"211,907"
24,13,48,5,BÇthanie,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,7,x,5,"5,080"
24,13,48,15,Roxton,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,10,"44,357",28,"113,312"
24,13,48,20,Sainte-Christine,42,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,"21,709",8,"37,100"
24,13,48,28,Acton Vale,74,0,0,0,4,14,6,5,x,x,5,x,x,1,x,x,1,x,x,3,"36,400","3,382",0,0,0,0,0,0,7,"32,634",14,"28,865"
24,13,48,38,Upton,69,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,5,"8,250"
24,13,48,45,Saint-ThÇodore-d'Acton,60,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,3,x,10,"16,350"
24,13,48,50,Saint-Nazaire-d'Acton,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"2,950"
24,14,49,0,Drummond,813,2,x,x,16,553,224,22,"794,310","73,794",22,"794,745","73,834",12,"453,680","42,148",11,"322,580","29,969",6,"18,050","1,677",0,0,0,10,195,79,52,"502,798",67,"191,863"
24,14,49,5,Saint-FÇlix-de-Kingsey,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,9,"39,528",5,"34,600"
24,14,49,15,Durham-Sud,50,0,0,0,2,x,x,3,"17,500","1,626",3,"17,500","1,626",2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,4,"6,614",2,x
24,14,49,20,Lefebvre,24,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"4,978"
24,14,49,25,L'Avenir,55,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,10,"108,545",12,"20,054"
24,14,49,30,Saint-Lucien,18,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,"11,799",2,x
24,14,49,40,Wickham,76,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,4,x,2,x
24,14,49,48,Saint-Germain-de-Grantham,67,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,x,4,"14,900"
24,14,49,58,Drummondville,144,1,x,x,3,131,53,6,"595,933","55,364",6,"595,933","55,364",3,"337,204","31,327",4,"258,729","24,037",0,0,0,0,0,0,3,57,23,10,x,13,"42,256"
24,14,49,80,Notre-Dame-du-Bon-Conseil,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,4,"11,600"
24,14,49,85,Sainte-Brigitte-des-Saults,49,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,3,"19,200"
24,14,49,95,Saint-Majorique-de-Grantham,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,5,"2,650"
24,14,49,100,Saint-Edmond-de-Grantham,21,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,2,x
24,14,49,105,Saint-Eugäne,39,0,0,0,1,x,x,4,"27,804","2,583",4,"27,804","2,583",2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,3,"1,550"
24,14,49,113,Saint-Guillaume,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"5,070",3,925
24,14,49,125,Saint-Bonaventure,50,0,0,0,1,x,x,3,"18,365","1,706",3,"18,800","1,747",2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,1,x,2,x
24,14,49,130,Saint-Pie-de-Guire,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x
24,14,50,0,Nicolet-Yamaska,558,2,x,x,7,51,21,23,"427,480","39,714",23,"427,480","39,714",17,"326,057","30,292",10,x,x,3,x,x,0,0,0,4,91,37,43,"294,562",59,"148,113"
24,14,50,5,Sainte-Eulalie,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,9,"34,963",7,"16,450"
24,14,50,23,Saint-Wenceslas,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"8,802",3,"15,000"
24,14,50,35,Saint-CÇlestin,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,2,x
24,14,50,42,Saint-LÇonard-d'Aston,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,"15,716",7,"39,675"
24,14,50,50,Sainte-PerpÇtue,54,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,2,x
24,14,50,57,Sainte-Monique,38,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x
24,14,50,65,Grand-Saint-Esprit,17,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,3,"3,380"
24,14,50,72,Nicolet,52,0,0,0,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,6,"19,450"
24,14,50,85,La Visitation-de-Yamaska,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,6,"18,400"
24,14,50,90,Saint-ZÇphirin-de-Courval,59,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,"17,753",5,"6,700"
24,14,50,95,Saint-Elphäge,23,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,5,"11,750"
24,14,50,100,Baie-du-Febvre,55,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,2,x
24,14,50,113,Pierreville,75,0,0,0,3,26,11,17,"363,723","33,791",17,"363,723","33,791",12,"275,877","25,630",8,x,x,1,x,x,0,0,0,2,x,x,5,"33,362",10,"11,358"
24,4,51,0,MaskinongÇ,515,2,x,x,8,x,x,12,"207,982","19,322",12,"221,982","20,623",8,"174,882","16,247",5,x,x,2,x,x,1,x,x,0,0,0,30,"141,273",51,"74,411"
24,4,51,8,MaskinongÇ,30,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,3,"2,250"
24,4,51,15,Louiseville,39,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,2,x
24,4,51,20,Yamachiche,74,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,6,"2,500"
24,4,51,25,Saint-BarnabÇ,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,1,x
24,4,51,30,Saint-SÇväre,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x
24,4,51,35,Saint-LÇon-le-Grand,59,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,4,"12,040"
24,4,51,40,Sainte-Ursule,44,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,6,"28,909",9,"14,915"
24,4,51,45,Saint-Justin,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,3,"3,875"
24,4,51,55,Sainte-Angäle-de-PrÇmont,30,0,0,0,1,x,x,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,6,"26,183",7,"4,950"
24,4,51,60,Saint-Paulin,46,0,0,0,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,9,"29,008",7,"16,350"
24,4,51,80,Charette,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,2,x
24,4,51,85,Saint-Boniface,36,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,4,"4,881"
24,4,51,90,Saint-êtienne-des-Gräs,38,0,0,0,4,14,6,3,"41,400","3,846",3,"41,400","3,846",1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,1,x
24,7,52,0,D'Autray,466,3,320,129,10,447,181,13,"289,877","26,930",13,"289,878","26,931",6,x,x,9,"260,213","24,175",2,x,x,1,x,x,6,x,x,25,"173,567",47,"105,425"
24,7,52,7,Lavaltrie,38,3,320,129,3,162,66,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,3,"5,601",4,"4,750"
24,7,52,17,Lanoraie,42,0,0,0,4,126,51,5,"156,000","14,493",5,"156,000","14,493",2,x,x,3,"143,000","13,285",1,x,x,0,0,0,1,x,x,5,"35,652",5,"2,375"
24,7,52,30,Sainte-êlisabeth,68,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,1,x
24,7,52,40,Sainte-Geneviäve-de-Berthier,31,0,0,0,1,x,x,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,2,x
24,7,52,45,Saint-Ignace-de-Loyola,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"1,425"
24,7,52,55,Saint-BarthÇlemy,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"1,650"
24,7,52,62,Saint-Cuthbert,63,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,3,"55,016",6,"13,500"
24,7,52,70,Saint-Norbert,38,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,2,x,9,"11,225"
24,7,52,85,Saint-Gabriel-de-Brandon,64,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,3,"5,267",8,"32,100"
24,7,52,90,Saint-Didace,37,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"43,394",5,"34,500"
24,13,53,0,Le Bas-Richelieu,320,3,x,x,2,x,x,9,"172,250","16,003",9,"172,878","16,061",4,"87,500","8,129",3,"39,000","3,623",3,"45,750","4,250",0,0,0,2,x,x,11,"27,665",19,"29,350"
24,13,53,5,Saint-David,57,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,2,x
24,13,53,15,Saint-AimÇ,51,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,1,x
24,13,53,20,Saint-Robert,40,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,1,x
24,13,53,25,Sainte-Victoire-de-Sorel,35,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,3,"6,314",3,"2,400"
24,13,53,32,Saint-Ours,42,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,9,"17,900"
24,13,53,40,Saint-Roch-de-Richelieu,30,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,2,x,2,x
24,13,53,72,Yamaska,44,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x
24,13,53,85,Saint-GÇrard-Majella,21,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,0,0
24,13,54,0,Les Maskoutains,"1,106",1,x,x,17,141,57,26,"938,754","87,213",26,"986,150","91,616",14,"722,562","67,128",14,"159,116","14,782",6,"57,076","5,303",0,0,0,0,0,0,26,"95,801",126,"222,881"
24,13,54,8,Saint-Pie,109,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,"7,700",20,"31,325"
24,13,54,17,Saint-Damase,109,0,0,0,1,x,x,5,"153,783","14,287",5,"153,783","14,287",2,x,x,3,"99,293","9,225",1,x,x,0,0,0,0,0,0,6,"13,730",12,"21,217"
24,13,54,30,Sainte-Marie-Madeleine,59,0,0,0,2,x,x,6,"132,773","12,335",6,"132,789","12,337",4,"119,000","11,055",3,x,x,1,x,x,0,0,0,0,0,0,0,0,6,"29,450"
24,13,54,35,La PrÇsentation,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"4,685",16,"18,140"
24,13,54,48,Saint-Hyacinthe,136,0,0,0,3,38,15,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,5,"10,861",10,"29,900"
24,13,54,60,Saint-Dominique,64,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,9,"11,550"
24,13,54,65,Saint-ValÇrien-de-Milton,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,9,"15,800"
24,13,54,72,Saint-Liboire,67,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,4,"10,400"
24,13,54,90,Saint-Simon,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"6,100"
24,13,54,95,Sainte-HÇläne-de-Bagot,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,6,x
24,13,54,100,Saint-Hugues,78,1,x,x,3,7,3,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"7,050"
24,13,54,105,Saint-BarnabÇ-Sud,45,0,0,0,1,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,3,"4,250"
24,13,54,110,Saint-Jude,48,0,0,0,5,30,12,3,"40,016","3,718",3,"76,016","7,062",0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,1,x,7,"5,100"
24,13,54,115,Saint-Bernard-de-Michaudville,28,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,7,"8,500"
24,13,54,120,Saint-Louis,27,0,0,0,1,x,x,4,"30,040","2,791",4,"30,040","2,791",2,x,x,3,x,x,1,x,x,0,0,0,0,0,0,0,0,3,"20,810"
24,13,54,125,Saint-Marcel-de-Richelieu,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x
24,13,55,0,Rouville,514,1,x,x,10,302,122,10,"264,297","24,554",10,"266,297","24,740",4,x,x,7,"171,297","15,914",1,x,x,0,0,0,3,71,29,10,"45,560",41,"105,226"
24,13,55,8,Ange-Gardien,106,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,10,"7,126"
24,13,55,15,Saint-Paul-d'Abbotsford,106,0,0,0,5,194,79,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,5,x,13,"54,020"
24,13,55,23,Saint-CÇsaire,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,4,"11,800"
24,13,55,30,Sainte-Angäle-de-Monnoir,41,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,4,"3,760"
24,13,55,37,Rougemont,76,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,6,"23,420"
24,13,55,48,Marieville,40,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,2,x
24,13,55,57,Richelieu,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x
24,13,55,65,Saint-Mathias-sur-Richelieu,34,1,x,x,1,x,x,4,"72,673","6,752",4,"74,673","6,937",2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,1,x
